datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,days,hours,hoursS,humidityS,spring,summer,fall,winter,better,good,bad,worse
2011-06-30 07:00:00,3,0,1,1,25.42,30.305,61,15.0013,2043,7,49.00,3721.00,0,0,1,0,1,0,0,0
2011-06-30 08:00:00,3,0,1,1,27.88,31.82,47,15.0013,2044,8,64.00,2209.00,0,0,1,0,1,0,0,0
2011-06-30 09:00:00,3,0,1,1,28.7,31.82,42,15.0013,2045,9,81.00,1764.00,0,0,1,0,1,0,0,0
2011-06-30 10:00:00,3,0,1,1,29.52,32.575,42,12.998,2046,10,100.00,1764.00,0,0,1,0,1,0,0,0
2011-06-30 11:00:00,3,0,1,1,30.34,32.575,37,8.9981,2047,11,121.00,1369.00,0,0,1,0,1,0,0,0
2011-06-30 12:00:00,3,0,1,1,31.16,33.335,35,11.0014,2048,12,144.00,1225.00,0,0,1,0,1,0,0,0
2011-06-30 13:00:00,3,0,1,1,31.16,33.335,33,12.998,2049,13,169.00,1089.00,0,0,1,0,1,0,0,0
2011-06-30 14:00:00,3,0,1,1,31.98,34.09,31,12.998,2050,14,196.00,961.00,0,0,1,0,1,0,0,0
2011-06-30 15:00:00,3,0,1,1,31.98,33.335,25,16.9979,2051,15,225.00,625.00,0,0,1,0,1,0,0,0
2011-06-30 16:00:00,3,0,1,1,32.8,34.85,26,8.9981,2052,16,256.00,676.00,0,0,1,0,1,0,0,0
2011-06-30 17:00:00,3,0,1,1,31.98,34.09,27,23.9994,2053,17,289.00,729.00,0,0,1,0,1,0,0,0
2011-06-30 18:00:00,3,0,1,1,31.16,33.335,29,16.9979,2054,18,324.00,841.00,0,0,1,0,1,0,0,0
2011-06-30 19:00:00,3,0,1,1,30.34,32.575,33,12.998,2055,19,361.00,1089.00,0,0,1,0,1,0,0,0
2011-06-30 20:00:00,3,0,1,1,30.34,32.575,33,12.998,2056,20,400.00,1089.00,0,0,1,0,1,0,0,0
2011-06-30 21:00:00,3,0,1,1,29.52,32.575,37,7.0015,2057,21,441.00,1369.00,0,0,1,0,1,0,0,0
2011-06-30 22:00:00,3,0,1,1,28.7,31.82,42,11.0014,2058,22,484.00,1764.00,0,0,1,0,1,0,0,0
2011-06-30 23:00:00,3,0,1,1,27.06,31.06,50,0,2059,23,529.00,2500.00,0,0,1,0,1,0,0,0
2011-07-20 00:00:00,3,0,1,1,28.7,33.335,84,7.0015,2060,0,0.00,7056.00,0,0,1,0,1,0,0,0
2011-07-20 01:00:00,3,0,1,1,28.7,33.335,84,0,2061,1,1.00,7056.00,0,0,1,0,1,0,0,0
2011-07-20 02:00:00,3,0,1,1,28.7,33.335,84,0,2062,2,4.00,7056.00,0,0,1,0,1,0,0,0
2011-07-20 03:00:00,3,0,1,1,28.7,33.335,84,7.0015,2063,3,9.00,7056.00,0,0,1,0,1,0,0,0
2011-07-20 04:00:00,3,0,1,1,27.88,31.82,83,0,2064,4,16.00,6889.00,0,0,1,0,1,0,0,0
2011-07-20 05:00:00,3,0,1,1,27.88,31.82,83,7.0015,2065,5,25.00,6889.00,0,0,1,0,1,0,0,0
2011-07-20 06:00:00,3,0,1,2,27.88,31.82,89,7.0015,2066,6,36.00,7921.00,0,0,1,0,0,1,0,0
2011-07-20 07:00:00,3,0,1,2,28.7,33.335,84,7.0015,2067,7,49.00,7056.00,0,0,1,0,0,1,0,0
2011-07-20 08:00:00,3,0,1,1,30.34,35.605,74,0,2068,8,64.00,5476.00,0,0,1,0,1,0,0,0
2011-07-20 09:00:00,3,0,1,1,30.34,34.85,70,6.0032,2069,9,81.00,4900.00,0,0,1,0,1,0,0,0
2011-07-20 10:00:00,3,0,1,1,31.16,36.365,70,0,2070,10,100.00,4900.00,0,0,1,0,1,0,0,0
2011-07-20 11:00:00,3,0,1,1,32.8,39.395,63,6.0032,2071,11,121.00,3969.00,0,0,1,0,1,0,0,0
2011-07-20 12:00:00,3,0,1,1,33.62,40.15,59,0,2072,12,144.00,3481.00,0,0,1,0,1,0,0,0
2011-07-20 13:00:00,3,0,1,1,34.44,40.91,56,12.998,2073,13,169.00,3136.00,0,0,1,0,1,0,0,0
2011-07-20 14:00:00,3,0,1,1,35.26,41.665,53,15.0013,2074,14,196.00,2809.00,0,0,1,0,1,0,0,0
2011-07-20 15:00:00,3,0,1,1,35.26,40.91,50,11.0014,2075,15,225.00,2500.00,0,0,1,0,1,0,0,0
2011-07-20 16:00:00,3,0,1,1,34.44,40.91,56,0,2076,16,256.00,3136.00,0,0,1,0,1,0,0,0
2011-07-20 17:00:00,3,0,1,1,34.44,41.665,59,12.998,2077,17,289.00,3481.00,0,0,1,0,1,0,0,0
2011-07-20 18:00:00,3,0,1,1,34.44,41.665,59,15.0013,2078,18,324.00,3481.00,0,0,1,0,1,0,0,0
2011-07-20 19:00:00,3,0,1,1,33.62,42.425,67,11.0014,2079,19,361.00,4489.00,0,0,1,0,1,0,0,0
2011-07-20 20:00:00,3,0,1,1,32.8,41.665,75,15.0013,2080,20,400.00,5625.00,0,0,1,0,1,0,0,0
2011-07-20 21:00:00,3,0,1,1,32.8,40.15,66,11.0014,2081,21,441.00,4356.00,0,0,1,0,1,0,0,0
2011-07-20 22:00:00,3,0,1,1,31.98,38.635,70,15.0013,2082,22,484.00,4900.00,0,0,1,0,1,0,0,0
2011-07-20 23:00:00,3,0,1,1,31.16,37.12,75,16.9979,2083,23,529.00,5625.00,0,0,1,0,1,0,0,0
2011-07-21 00:00:00,3,0,1,2,31.16,37.12,75,12.998,2084,0,0.00,5625.00,0,0,1,0,0,1,0,0
2011-07-21 01:00:00,3,0,1,2,30.34,36.365,84,15.0013,2085,1,1.00,7056.00,0,0,1,0,0,1,0,0
2011-07-21 02:00:00,3,0,1,2,30.34,36.365,84,15.0013,2086,2,4.00,7056.00,0,0,1,0,0,1,0,0
2011-07-21 03:00:00,3,0,1,2,30.34,35.605,79,8.9981,2087,3,9.00,6241.00,0,0,1,0,0,1,0,0
2011-07-21 04:00:00,3,0,1,2,29.52,35.605,84,7.0015,2088,4,16.00,7056.00,0,0,1,0,0,1,0,0
2011-07-21 05:00:00,3,0,1,2,29.52,35.605,84,7.0015,2089,5,25.00,7056.00,0,0,1,0,0,1,0,0
2011-07-21 06:00:00,3,0,1,2,29.52,35.605,84,7.0015,2090,6,36.00,7056.00,0,0,1,0,0,1,0,0
2011-07-21 07:00:00,3,0,1,2,30.34,36.365,84,8.9981,2091,7,49.00,7056.00,0,0,1,0,0,1,0,0
2011-07-21 08:00:00,3,0,1,2,31.16,37.88,79,11.0014,2092,8,64.00,6241.00,0,0,1,0,0,1,0,0
2011-07-21 09:00:00,3,0,1,2,32.8,40.91,75,16.9979,2093,9,81.00,5625.00,0,0,1,0,0,1,0,0
2011-07-21 10:00:00,3,0,1,2,33.62,43.18,71,15.0013,2094,10,100.00,5041.00,0,0,1,0,0,1,0,0
2011-07-21 11:00:00,3,0,1,2,35.26,44.695,63,19.9995,2095,11,121.00,3969.00,0,0,1,0,0,1,0,0
2011-07-21 12:00:00,3,0,1,1,36.08,44.695,56,22.0028,2096,12,144.00,3136.00,0,0,1,0,1,0,0,0
2011-07-21 13:00:00,3,0,1,1,36.08,44.695,56,19.9995,2097,13,169.00,3136.00,0,0,1,0,1,0,0,0
2011-07-21 14:00:00,3,0,1,1,36.9,44.695,50,23.9994,2098,14,196.00,2500.00,0,0,1,0,1,0,0,0
2011-07-21 15:00:00,3,0,1,1,36.9,46.21,53,16.9979,2099,15,225.00,2809.00,0,0,1,0,1,0,0,0
2011-07-21 16:00:00,3,0,1,1,37.72,46.21,48,19.0012,2100,16,256.00,2304.00,0,0,1,0,1,0,0,0
2011-07-21 17:00:00,3,0,1,1,37.72,45.455,45,19.9995,2101,17,289.00,2025.00,0,0,1,0,1,0,0,0
2011-07-21 18:00:00,3,0,1,1,36.9,44.695,50,19.0012,2102,18,324.00,2500.00,0,0,1,0,1,0,0,0
2011-07-21 19:00:00,3,0,1,1,35.26,46.21,67,19.0012,2103,19,361.00,4489.00,0,0,1,0,1,0,0,0
2011-07-21 20:00:00,3,0,1,1,34.44,44.695,71,15.0013,2104,20,400.00,5041.00,0,0,1,0,1,0,0,0
2011-07-21 21:00:00,3,0,1,1,33.62,44.695,75,15.0013,2105,21,441.00,5625.00,0,0,1,0,1,0,0,0
2011-07-21 22:00:00,3,0,1,1,33.62,43.18,71,11.0014,2106,22,484.00,5041.00,0,0,1,0,1,0,0,0
2011-07-21 23:00:00,3,0,1,1,32.8,40.91,71,11.0014,2107,23,529.00,5041.00,0,0,1,0,1,0,0,0
2011-07-22 00:00:00,3,0,1,1,33.62,41.665,63,8.9981,2108,0,0.00,3969.00,0,0,1,0,1,0,0,0
2011-07-22 01:00:00,3,0,1,1,32.8,39.395,63,0,2109,1,1.00,3969.00,0,0,1,0,1,0,0,0
2011-07-22 02:00:00,3,0,1,1,31.98,40.15,79,8.9981,2110,2,4.00,6241.00,0,0,1,0,1,0,0,0
2011-07-22 03:00:00,3,0,1,1,31.98,39.395,75,7.0015,2111,3,9.00,5625.00,0,0,1,0,1,0,0,0
2011-07-22 04:00:00,3,0,1,1,31.16,37.12,75,7.0015,2112,4,16.00,5625.00,0,0,1,0,1,0,0,0
2011-07-22 05:00:00,3,0,1,1,30.34,35.605,79,7.0015,2113,5,25.00,6241.00,0,0,1,0,1,0,0,0
2011-07-22 06:00:00,3,0,1,1,31.16,37.12,75,6.0032,2114,6,36.00,5625.00,0,0,1,0,1,0,0,0
2011-07-22 07:00:00,3,0,1,2,32.8,40.15,66,7.0015,2115,7,49.00,4356.00,0,0,1,0,0,1,0,0
2011-07-22 08:00:00,3,0,1,2,34.44,42.425,63,11.0014,2116,8,64.00,3969.00,0,0,1,0,0,1,0,0
2011-07-22 09:00:00,3,0,1,1,35.26,44.695,63,6.0032,2117,9,81.00,3969.00,0,0,1,0,1,0,0,0
2011-07-22 10:00:00,3,0,1,1,36.9,46.21,53,6.0032,2118,10,100.00,2809.00,0,0,1,0,1,0,0,0
2011-07-22 11:00:00,3,0,1,1,36.9,44.695,50,7.0015,2119,11,121.00,2500.00,0,0,1,0,1,0,0,0
2011-07-22 12:00:00,3,0,1,1,38.54,47.725,48,11.0014,2120,12,144.00,2304.00,0,0,1,0,1,0,0,0
2011-07-22 13:00:00,3,0,1,1,38.54,49.24,51,11.0014,2121,13,169.00,2601.00,0,0,1,0,1,0,0,0
2011-07-22 14:00:00,3,0,1,1,39.36,50,48,19.9995,2122,14,196.00,2304.00,0,0,1,0,1,0,0,0
2011-07-22 15:00:00,3,0,1,1,38.54,49.24,51,19.9995,2123,15,225.00,2601.00,0,0,1,0,1,0,0,0
2011-07-22 16:00:00,3,0,1,3,36.9,41.665,39,19.9995,2124,16,256.00,1521.00,0,0,1,0,0,0,1,0
2011-07-22 17:00:00,3,0,1,1,36.08,42.425,47,7.0015,2125,17,289.00,2209.00,0,0,1,0,1,0,0,0
2011-07-22 18:00:00,3,0,1,1,36.9,40.91,37,11.0014,2126,18,324.00,1369.00,0,0,1,0,1,0,0,0
2011-07-22 19:00:00,3,0,1,2,35.26,39.395,41,7.0015,2127,19,361.00,1681.00,0,0,1,0,0,1,0,0
2011-07-22 20:00:00,3,0,1,1,34.44,40.91,56,0,2128,20,400.00,3136.00,0,0,1,0,1,0,0,0
2011-07-22 21:00:00,3,0,1,1,33.62,40.15,59,6.0032,2129,21,441.00,3481.00,0,0,1,0,1,0,0,0
2011-07-22 22:00:00,3,0,1,2,34.44,39.395,49,6.0032,2130,22,484.00,2401.00,0,0,1,0,0,1,0,0
2011-07-22 23:00:00,3,0,1,1,32.8,39.395,63,12.998,2131,23,529.00,3969.00,0,0,1,0,1,0,0,0
2011-07-23 00:00:00,3,0,0,1,33.62,39.395,56,0,2132,0,0.00,3136.00,0,0,1,0,1,0,0,0
2011-07-23 01:00:00,3,0,0,1,33.62,38.635,52,7.0015,2133,1,1.00,2704.00,0,0,1,0,1,0,0,0
2011-07-23 02:00:00,3,0,0,1,33.62,38.635,52,0,2134,2,4.00,2704.00,0,0,1,0,1,0,0,0
2011-07-23 03:00:00,3,0,0,1,31.98,37.88,66,6.0032,2135,3,9.00,4356.00,0,0,1,0,1,0,0,0
2011-07-23 04:00:00,3,0,0,1,31.16,36.365,66,7.0015,2136,4,16.00,4356.00,0,0,1,0,1,0,0,0
2011-07-23 05:00:00,3,0,0,1,31.16,35.605,62,8.9981,2137,5,25.00,3844.00,0,0,1,0,1,0,0,0
2011-07-23 06:00:00,3,0,0,1,32.8,37.12,52,8.9981,2138,6,36.00,2704.00,0,0,1,0,1,0,0,0
2011-07-23 07:00:00,3,0,0,1,32.8,37.12,52,7.0015,2139,7,49.00,2704.00,0,0,1,0,1,0,0,0
2011-07-23 08:00:00,3,0,0,1,34.44,39.395,49,16.9979,2140,8,64.00,2401.00,0,0,1,0,1,0,0,0
2011-07-23 09:00:00,3,0,0,1,34.44,39.395,49,11.0014,2141,9,81.00,2401.00,0,0,1,0,1,0,0,0
2011-07-23 10:00:00,3,0,0,1,35.26,39.395,41,15.0013,2142,10,100.00,1681.00,0,0,1,0,1,0,0,0
2011-07-23 11:00:00,3,0,0,1,36.9,40.91,37,12.998,2143,11,121.00,1369.00,0,0,1,0,1,0,0,0
2011-07-23 12:00:00,3,0,0,1,37.72,43.18,37,7.0015,2144,12,144.00,1369.00,0,0,1,0,1,0,0,0
2011-07-23 13:00:00,3,0,0,1,38.54,43.94,38,11.0014,2145,13,169.00,1444.00,0,0,1,0,1,0,0,0
2011-07-23 14:00:00,3,0,0,1,37.72,44.695,42,0,2146,14,196.00,1764.00,0,0,1,0,1,0,0,0
2011-07-23 15:00:00,3,0,0,1,38.54,43.94,38,0,2147,15,225.00,1444.00,0,0,1,0,1,0,0,0
2011-07-23 16:00:00,3,0,0,1,38.54,43.94,38,8.9981,2148,16,256.00,1444.00,0,0,1,0,1,0,0,0
2011-07-23 17:00:00,3,0,0,1,38.54,43.94,38,8.9981,2149,17,289.00,1444.00,0,0,1,0,1,0,0,0
2011-07-23 18:00:00,3,0,0,1,37.72,43.94,40,15.0013,2150,18,324.00,1600.00,0,0,1,0,1,0,0,0
2011-07-23 19:00:00,3,0,0,2,33.62,40.15,59,8.9981,2151,19,361.00,3481.00,0,0,1,0,0,1,0,0
2011-07-23 20:00:00,3,0,0,1,33.62,40.15,59,15.0013,2152,20,400.00,3481.00,0,0,1,0,1,0,0,0
2011-07-23 21:00:00,3,0,0,1,33.62,40.15,59,15.0013,2153,21,441.00,3481.00,0,0,1,0,1,0,0,0
2011-07-23 22:00:00,3,0,0,1,32.8,38.635,59,12.998,2154,22,484.00,3481.00,0,0,1,0,1,0,0,0
2011-07-23 23:00:00,3,0,0,1,32.8,38.635,59,7.0015,2155,23,529.00,3481.00,0,0,1,0,1,0,0,0
2011-07-24 00:00:00,3,0,0,1,32.8,38.635,59,7.0015,2156,0,0.00,3481.00,0,0,1,0,1,0,0,0
2011-07-24 01:00:00,3,0,0,1,31.98,37.88,66,7.0015,2157,1,1.00,4356.00,0,0,1,0,1,0,0,0
2011-07-24 02:00:00,3,0,0,1,32.8,39.395,63,6.0032,2158,2,4.00,3969.00,0,0,1,0,1,0,0,0
2011-07-24 03:00:00,3,0,0,1,32.8,39.395,63,6.0032,2159,3,9.00,3969.00,0,0,1,0,1,0,0,0
2011-07-24 04:00:00,3,0,0,1,31.98,37.88,66,7.0015,2160,4,16.00,4356.00,0,0,1,0,1,0,0,0
2011-07-24 05:00:00,3,0,0,1,31.98,37.88,66,6.0032,2161,5,25.00,4356.00,0,0,1,0,1,0,0,0
2011-07-24 06:00:00,3,0,0,2,32.8,39.395,63,6.0032,2162,6,36.00,3969.00,0,0,1,0,0,1,0,0
2011-07-24 07:00:00,3,0,0,1,32.8,38.635,59,8.9981,2163,7,49.00,3481.00,0,0,1,0,1,0,0,0
2011-07-24 08:00:00,3,0,0,1,33.62,39.395,56,19.0012,2164,8,64.00,3136.00,0,0,1,0,1,0,0,0
2011-07-24 09:00:00,3,0,0,1,33.62,39.395,56,26.0027,2165,9,81.00,3136.00,0,0,1,0,1,0,0,0
2011-07-24 10:00:00,3,0,0,1,35.26,40.91,50,22.0028,2166,10,100.00,2500.00,0,0,1,0,1,0,0,0
2011-07-24 11:00:00,3,0,0,1,34.44,40.15,53,16.9979,2167,11,121.00,2809.00,0,0,1,0,1,0,0,0
2011-07-24 12:00:00,3,0,0,1,36.9,43.18,45,11.0014,2168,12,144.00,2025.00,0,0,1,0,1,0,0,0
2011-07-24 13:00:00,3,0,0,1,35.26,40.15,47,15.0013,2169,13,169.00,2209.00,0,0,1,0,1,0,0,0
2011-07-24 14:00:00,3,0,0,1,35.26,40.91,50,19.0012,2170,14,196.00,2500.00,0,0,1,0,1,0,0,0
2011-07-24 15:00:00,3,0,0,1,36.9,42.425,42,16.9979,2171,15,225.00,1764.00,0,0,1,0,1,0,0,0
2011-07-24 16:00:00,3,0,0,1,36.9,42.425,42,16.9979,2172,16,256.00,1764.00,0,0,1,0,1,0,0,0
2011-07-24 17:00:00,3,0,0,1,36.9,41.665,39,7.0015,2173,17,289.00,1521.00,0,0,1,0,1,0,0,0
2011-07-24 18:00:00,3,0,0,1,36.08,40.91,42,11.0014,2174,18,324.00,1764.00,0,0,1,0,1,0,0,0
2011-07-24 19:00:00,3,0,0,1,35.26,40.15,47,11.0014,2175,19,361.00,2209.00,0,0,1,0,1,0,0,0
2011-07-24 20:00:00,3,0,0,1,34.44,39.395,49,11.0014,2176,20,400.00,2401.00,0,0,1,0,1,0,0,0
2011-07-24 21:00:00,3,0,0,1,32.8,39.395,63,8.9981,2177,21,441.00,3969.00,0,0,1,0,1,0,0,0
2011-07-24 22:00:00,3,0,0,1,31.98,37.88,66,0,2178,22,484.00,4356.00,0,0,1,0,1,0,0,0
2011-07-24 23:00:00,3,0,0,2,31.16,36.365,70,6.0032,2179,23,529.00,4900.00,0,0,1,0,0,1,0,0
2011-07-25 00:00:00,3,0,1,2,31.16,36.365,70,0,2180,0,0.00,4900.00,0,0,1,0,0,1,0,0
2011-07-25 01:00:00,3,0,1,2,31.16,37.12,75,6.0032,2181,1,1.00,5625.00,0,0,1,0,0,1,0,0
2011-07-25 02:00:00,3,0,1,2,30.34,35.605,79,6.0032,2182,2,4.00,6241.00,0,0,1,0,0,1,0,0
2011-07-25 03:00:00,3,0,1,1,30.34,35.605,79,0,2183,3,9.00,6241.00,0,0,1,0,1,0,0,0
2011-07-25 04:00:00,3,0,1,1,29.52,35.605,84,6.0032,2184,4,16.00,7056.00,0,0,1,0,1,0,0,0
2011-07-25 05:00:00,3,0,1,1,29.52,35.605,84,6.0032,2185,5,25.00,7056.00,0,0,1,0,1,0,0,0
2011-07-25 06:00:00,3,0,1,2,29.52,35.605,84,6.0032,2186,6,36.00,7056.00,0,0,1,0,0,1,0,0
2011-07-25 07:00:00,3,0,1,2,30.34,35.605,79,0,2187,7,49.00,6241.00,0,0,1,0,0,1,0,0
2011-07-25 08:00:00,3,0,1,2,31.16,37.12,75,0,2188,8,64.00,5625.00,0,0,1,0,0,1,0,0
2011-07-25 09:00:00,3,0,1,1,32.8,40.15,66,0,2189,9,81.00,4356.00,0,0,1,0,1,0,0,0
2011-07-25 10:00:00,3,0,1,1,33.62,40.15,59,0,2190,10,100.00,3481.00,0,0,1,0,1,0,0,0
2011-07-25 11:00:00,3,0,1,2,34.44,41.665,59,12.998,2191,11,121.00,3481.00,0,0,1,0,0,1,0,0
2011-07-25 12:00:00,3,0,1,2,34.44,41.665,59,12.998,2192,12,144.00,3481.00,0,0,1,0,0,1,0,0
2011-07-25 13:00:00,3,0,1,2,30.34,35.605,74,8.9981,2193,13,169.00,5476.00,0,0,1,0,0,1,0,0
2011-07-25 14:00:00,3,0,1,2,29.52,34.85,79,12.998,2194,14,196.00,6241.00,0,0,1,0,0,1,0,0
2011-07-25 15:00:00,3,0,1,1,28.7,33.335,84,26.0027,2195,15,225.00,7056.00,0,0,1,0,1,0,0,0
2011-07-25 16:00:00,3,0,1,1,28.7,33.335,84,15.0013,2196,16,256.00,7056.00,0,0,1,0,1,0,0,0
2011-07-25 17:00:00,3,0,1,1,29.52,34.85,74,0,2197,17,289.00,5476.00,0,0,1,0,1,0,0,0
2011-07-25 18:00:00,3,0,1,1,30.34,35.605,74,6.0032,2198,18,324.00,5476.00,0,0,1,0,1,0,0,0
2011-07-25 19:00:00,3,0,1,1,30.34,34.85,70,6.0032,2199,19,361.00,4900.00,0,0,1,0,1,0,0,0
2011-07-25 20:00:00,3,0,1,1,29.52,34.85,74,8.9981,2200,20,400.00,5476.00,0,0,1,0,1,0,0,0
2011-07-25 21:00:00,3,0,1,1,28.7,33.335,84,0,2201,21,441.00,7056.00,0,0,1,0,1,0,0,0
2011-07-25 22:00:00,3,0,1,1,28.7,33.335,84,0,2202,22,484.00,7056.00,0,0,1,0,1,0,0,0
2011-07-25 23:00:00,3,0,1,1,28.7,33.335,84,6.0032,2203,23,529.00,7056.00,0,0,1,0,1,0,0,0
2011-07-26 00:00:00,3,0,1,1,28.7,33.335,79,7.0015,2204,0,0.00,6241.00,0,0,1,0,1,0,0,0
2011-07-26 01:00:00,3,0,1,1,28.7,33.335,79,7.0015,2205,1,1.00,6241.00,0,0,1,0,1,0,0,0
2011-07-26 02:00:00,3,0,1,1,27.88,31.82,89,7.0015,2206,2,4.00,7921.00,0,0,1,0,1,0,0,0
2011-07-26 03:00:00,3,0,1,1,27.88,31.82,89,8.9981,2207,3,9.00,7921.00,0,0,1,0,1,0,0,0
2011-07-26 04:00:00,3,0,1,1,27.88,31.82,88,11.0014,2208,4,16.00,7744.00,0,0,1,0,1,0,0,0
2011-07-26 05:00:00,3,0,1,1,27.06,29.545,89,6.0032,2209,5,25.00,7921.00,0,0,1,0,1,0,0,0
2011-07-26 06:00:00,3,0,1,1,27.88,31.82,83,15.0013,2210,6,36.00,6889.00,0,0,1,0,1,0,0,0
2011-07-26 07:00:00,3,0,1,1,29.52,34.09,66,19.0012,2211,7,49.00,4356.00,0,0,1,0,1,0,0,0
2011-07-26 08:00:00,3,0,1,1,30.34,34.09,55,12.998,2212,8,64.00,3025.00,0,0,1,0,1,0,0,0
2011-07-26 09:00:00,3,0,1,1,31.16,34.09,40,15.0013,2213,9,81.00,1600.00,0,0,1,0,1,0,0,0
2011-07-26 10:00:00,3,0,1,1,32.8,34.85,31,15.0013,2214,10,100.00,961.00,0,0,1,0,1,0,0,0
2011-07-26 11:00:00,3,0,1,1,33.62,35.605,30,0,2215,11,121.00,900.00,0,0,1,0,1,0,0,0
2011-07-26 12:00:00,3,0,1,1,34.44,36.365,28,0,2216,12,144.00,784.00,0,0,1,0,1,0,0,0
2011-07-26 13:00:00,3,0,1,1,34.44,36.365,32,19.9995,2217,13,169.00,1024.00,0,0,1,0,1,0,0,0
2011-07-26 14:00:00,3,0,1,1,35.26,37.12,30,19.0012,2218,14,196.00,900.00,0,0,1,0,1,0,0,0
2011-07-26 15:00:00,3,0,1,1,36.08,37.88,28,22.0028,2219,15,225.00,784.00,0,0,1,0,1,0,0,0
2011-07-26 16:00:00,3,0,1,1,35.26,37.88,36,19.0012,2220,16,256.00,1296.00,0,0,1,0,1,0,0,0
2011-07-26 17:00:00,3,0,1,1,35.26,37.88,36,23.9994,2221,17,289.00,1296.00,0,0,1,0,1,0,0,0
2011-07-26 18:00:00,3,0,1,1,34.44,37.12,39,26.0027,2222,18,324.00,1521.00,0,0,1,0,1,0,0,0
2011-07-26 19:00:00,3,0,1,1,33.62,37.12,43,19.9995,2223,19,361.00,1849.00,0,0,1,0,1,0,0,0
2011-07-26 20:00:00,3,0,1,1,32.8,36.365,46,16.9979,2224,20,400.00,2116.00,0,0,1,0,1,0,0,0
2011-07-26 21:00:00,3,0,1,1,31.98,35.605,49,15.0013,2225,21,441.00,2401.00,0,0,1,0,1,0,0,0
2011-07-26 22:00:00,3,0,1,1,31.16,34.85,55,8.9981,2226,22,484.00,3025.00,0,0,1,0,1,0,0,0
2011-07-26 23:00:00,3,0,1,1,31.16,35.605,58,7.0015,2227,23,529.00,3364.00,0,0,1,0,1,0,0,0
2011-07-27 00:00:00,3,0,1,2,31.98,35.605,52,11.0014,2228,0,0.00,2704.00,0,0,1,0,0,1,0,0
2011-07-27 01:00:00,3,0,1,1,31.98,35.605,49,12.998,2229,1,1.00,2401.00,0,0,1,0,1,0,0,0
2011-07-27 02:00:00,3,0,1,1,31.16,34.85,52,19.9995,2230,2,4.00,2704.00,0,0,1,0,1,0,0,0
2011-07-27 03:00:00,3,0,1,1,29.52,33.335,58,11.0014,2231,3,9.00,3364.00,0,0,1,0,1,0,0,0
2011-07-27 04:00:00,3,0,1,1,29.52,33.335,51,12.998,2232,4,16.00,2601.00,0,0,1,0,1,0,0,0
2011-07-27 05:00:00,3,0,1,1,28.7,32.575,54,19.0012,2233,5,25.00,2916.00,0,0,1,0,1,0,0,0
2011-07-27 06:00:00,3,0,1,1,28.7,32.575,54,15.0013,2234,6,36.00,2916.00,0,0,1,0,1,0,0,0
2011-07-27 07:00:00,3,0,1,1,29.52,33.335,48,16.9979,2235,7,49.00,2304.00,0,0,1,0,1,0,0,0
2011-07-27 08:00:00,3,0,1,1,30.34,33.335,42,16.9979,2236,8,64.00,1764.00,0,0,1,0,1,0,0,0
2011-07-27 09:00:00,3,0,1,1,31.16,33.335,35,16.9979,2237,9,81.00,1225.00,0,0,1,0,1,0,0,0
2011-07-27 10:00:00,3,0,1,1,31.98,34.09,33,0,2238,10,100.00,1089.00,0,0,1,0,1,0,0,0
2011-07-27 11:00:00,3,0,1,1,32.8,34.85,31,0,2239,11,121.00,961.00,0,0,1,0,1,0,0,0
2011-07-27 12:00:00,3,0,1,1,33.62,35.605,30,19.0012,2240,12,144.00,900.00,0,0,1,0,1,0,0,0
2011-07-27 13:00:00,3,0,1,1,34.44,36.365,30,23.9994,2241,13,169.00,900.00,0,0,1,0,1,0,0,0
2011-07-27 14:00:00,3,0,1,1,34.44,36.365,28,15.0013,2242,14,196.00,784.00,0,0,1,0,1,0,0,0
2011-07-27 15:00:00,3,0,1,1,35.26,37.12,26,16.9979,2243,15,225.00,676.00,0,0,1,0,1,0,0,0
2011-07-27 16:00:00,3,0,1,1,35.26,36.365,25,11.0014,2244,16,256.00,625.00,0,0,1,0,1,0,0,0
2011-07-27 17:00:00,3,0,1,1,34.44,35.605,26,15.0013,2245,17,289.00,676.00,0,0,1,0,1,0,0,0
2011-07-27 18:00:00,3,0,1,1,33.62,35.605,28,7.0015,2246,18,324.00,784.00,0,0,1,0,1,0,0,0
2011-07-27 19:00:00,3,0,1,1,32.8,34.85,29,6.0032,2247,19,361.00,841.00,0,0,1,0,1,0,0,0
2011-07-27 20:00:00,3,0,1,1,31.16,34.09,45,15.0013,2248,20,400.00,2025.00,0,0,1,0,1,0,0,0
2011-07-27 21:00:00,3,0,1,1,30.34,33.335,48,7.0015,2249,21,441.00,2304.00,0,0,1,0,1,0,0,0
2011-07-27 22:00:00,3,0,1,1,29.52,33.335,48,0,2250,22,484.00,2304.00,0,0,1,0,1,0,0,0
2011-07-27 23:00:00,3,0,1,1,30.34,33.335,45,6.0032,2251,23,529.00,2025.00,0,0,1,0,1,0,0,0
2011-07-28 00:00:00,3,0,1,1,28.7,32.575,51,8.9981,2252,0,0.00,2601.00,0,0,1,0,1,0,0,0
2011-07-28 01:00:00,3,0,1,1,29.52,33.335,51,0,2253,1,1.00,2601.00,0,0,1,0,1,0,0,0
2011-07-28 02:00:00,3,0,1,1,29.52,33.335,54,7.0015,2254,2,4.00,2916.00,0,0,1,0,1,0,0,0
2011-07-28 03:00:00,3,0,1,1,29.52,33.335,54,0,2255,3,9.00,2916.00,0,0,1,0,1,0,0,0
