datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,days,hours,tempS,atempS,humidityS,windspeedS,daysS,hoursS,spring,summer,fall,winter,better,good,bad,worse
2011-03-09 19:00:00,1,0,1,2,13.94,15.15,76,22.0028,11,123,134,1088,19,194.3236,229.5225,5776,484.1232078,1183744,361,1,0,0,0,0,1,0,0
2011-03-09 20:00:00,1,0,1,2,13.12,15.91,87,12.998,4,87,91,1089,20,172.1344,253.1281,7569,168.948004,1185921,400,1,0,0,0,0,1,0,0
2011-03-09 21:00:00,1,0,1,2,13.12,15.15,93,22.0028,10,52,62,1090,21,172.1344,229.5225,8649,484.1232078,1188100,441,1,0,0,0,0,1,0,0
2011-03-09 22:00:00,1,0,1,3,13.12,15.91,93,11.0014,4,17,21,1091,22,172.1344,253.1281,8649,121.030802,1190281,484,1,0,0,0,0,0,1,0
2011-03-09 23:00:00,1,0,1,3,13.94,16.665,93,12.998,1,17,18,1092,23,194.3236,277.722225,8649,168.948004,1192464,529,1,0,0,0,0,0,1,0
2011-03-10 00:00:00,1,0,1,3,13.94,15.91,0,16.9979,3,0,3,1093,0,194.3236,253.1281,0,288.9286044,1194649,0,1,0,0,0,0,0,1,0
2011-03-10 01:00:00,1,0,1,3,13.94,15.91,0,16.9979,0,2,2,1094,1,194.3236,253.1281,0,288.9286044,1196836,1,1,0,0,0,0,0,1,0
2011-03-10 02:00:00,1,0,1,3,13.94,15.91,0,16.9979,0,1,1,1095,2,194.3236,253.1281,0,288.9286044,1199025,4,1,0,0,0,0,0,1,0
2011-03-10 05:00:00,1,0,1,3,14.76,17.425,0,12.998,1,2,3,1096,5,217.8576,303.630625,0,168.948004,1201216,25,1,0,0,0,0,0,1,0
2011-03-10 06:00:00,1,0,1,3,14.76,16.665,0,22.0028,0,12,12,1097,6,217.8576,277.722225,0,484.1232078,1203409,36,1,0,0,0,0,0,1,0
2011-03-10 07:00:00,1,0,1,3,15.58,19.695,0,15.0013,1,36,37,1098,7,242.7364,387.893025,0,225.0390017,1205604,49,1,0,0,0,0,0,1,0
2011-03-10 08:00:00,1,0,1,3,15.58,19.695,0,19.0012,1,43,44,1099,8,242.7364,387.893025,0,361.0456014,1207801,64,1,0,0,0,0,0,1,0
2011-03-10 09:00:00,1,0,1,3,16.4,20.455,0,15.0013,1,23,24,1100,9,268.96,418.407025,0,225.0390017,1210000,81,1,0,0,0,0,0,1,0
2011-03-10 10:00:00,1,0,1,3,16.4,20.455,0,11.0014,0,17,17,1101,10,268.96,418.407025,0,121.030802,1212201,100,1,0,0,0,0,0,1,0
2011-03-10 11:00:00,1,0,1,3,16.4,20.455,0,16.9979,6,5,11,1102,11,268.96,418.407025,0,288.9286044,1214404,121,1,0,0,0,0,0,1,0
2011-03-10 12:00:00,1,0,1,3,17.22,21.21,0,15.0013,4,30,34,1103,12,296.5284,449.8641,0,225.0390017,1216609,144,1,0,0,0,0,0,1,0
2011-03-10 13:00:00,1,0,1,3,17.22,21.21,0,15.0013,1,11,12,1104,13,296.5284,449.8641,0,225.0390017,1218816,169,1,0,0,0,0,0,1,0
2011-03-10 14:00:00,1,0,1,3,18.04,21.97,0,19.9995,0,12,12,1105,14,325.4416,482.6809,0,399.9800003,1221025,196,1,0,0,0,0,0,1,0
2011-03-10 15:00:00,1,0,1,3,18.04,21.97,0,15.0013,3,11,14,1106,15,325.4416,482.6809,0,225.0390017,1223236,225,1,0,0,0,0,0,1,0
2011-03-10 16:00:00,1,0,1,3,17.22,21.21,0,16.9979,1,20,21,1107,16,296.5284,449.8641,0,288.9286044,1225449,256,1,0,0,0,0,0,1,0
2011-03-10 17:00:00,1,0,1,2,18.04,21.97,0,26.0027,2,109,111,1108,17,325.4416,482.6809,0,676.1404073,1227664,289,1,0,0,0,0,1,0,0
2011-03-10 18:00:00,1,0,1,3,18.04,21.97,0,23.9994,2,80,82,1109,18,325.4416,482.6809,0,575.9712004,1229881,324,1,0,0,0,0,0,1,0
2011-03-10 19:00:00,1,0,1,3,18.04,21.97,0,39.0007,5,51,56,1110,19,325.4416,482.6809,0,1521.0546,1232100,361,1,0,0,0,0,0,1,0
2011-03-10 20:00:00,1,0,1,3,14.76,16.665,0,22.0028,9,29,38,1111,20,217.8576,277.722225,0,484.1232078,1234321,400,1,0,0,0,0,0,1,0
2011-03-10 21:00:00,1,0,1,3,14.76,17.425,0,15.0013,1,27,28,1112,21,217.8576,303.630625,0,225.0390017,1236544,441,1,0,0,0,0,0,1,0
2011-03-10 22:00:00,1,0,1,2,13.94,16.665,0,8.9981,4,30,34,1113,22,194.3236,277.722225,0,80.96580361,1238769,484,1,0,0,0,0,1,0,0
2011-03-10 23:00:00,1,0,1,3,13.94,17.425,0,6.0032,1,26,27,1114,23,194.3236,303.630625,0,36.03841024,1240996,529,1,0,0,0,0,0,1,0
2011-03-11 00:00:00,1,0,1,2,13.94,17.425,100,6.0032,0,6,6,1115,0,194.3236,303.630625,10000,36.03841024,1243225,0,1,0,0,0,0,1,0,0
2011-03-11 01:00:00,1,0,1,3,13.94,17.425,100,7.0015,0,8,8,1116,1,194.3236,303.630625,10000,49.02100225,1245456,1,1,0,0,0,0,0,1,0
2011-03-11 02:00:00,1,0,1,3,13.94,17.425,100,7.0015,2,3,5,1117,2,194.3236,303.630625,10000,49.02100225,1247689,4,1,0,0,0,0,0,1,0
2011-03-11 03:00:00,1,0,1,2,13.12,16.665,93,6.0032,0,2,2,1118,3,172.1344,277.722225,8649,36.03841024,1249924,9,1,0,0,0,0,1,0,0
2011-03-11 05:00:00,1,0,1,1,12.3,14.395,81,15.0013,1,6,7,1119,5,151.29,207.216025,6561,225.0390017,1252161,25,1,0,0,0,1,0,0,0
2011-03-11 06:00:00,1,0,1,1,10.66,12.12,81,19.0012,1,31,32,1120,6,113.6356,146.8944,6561,361.0456014,1254400,36,1,0,0,0,1,0,0,0
2011-03-11 07:00:00,1,0,1,1,10.66,12.88,70,12.998,10,104,114,1121,7,113.6356,165.8944,4900,168.948004,1256641,49,1,0,0,0,1,0,0,0
2011-03-11 08:00:00,1,0,1,1,11.48,13.635,70,16.9979,15,244,259,1122,8,131.7904,185.913225,4900,288.9286044,1258884,64,1,0,0,0,1,0,0,0
2011-03-11 09:00:00,1,0,1,2,12.3,14.395,61,19.0012,13,143,156,1123,9,151.29,207.216025,3721,361.0456014,1261129,81,1,0,0,0,0,1,0,0
2011-03-11 10:00:00,1,0,1,2,13.12,15.15,57,19.9995,18,60,78,1124,10,172.1344,229.5225,3249,399.9800003,1263376,100,1,0,0,0,0,1,0,0
2011-03-11 11:00:00,1,0,1,2,13.12,15.15,57,19.9995,14,67,81,1125,11,172.1344,229.5225,3249,399.9800003,1265625,121,1,0,0,0,0,1,0,0
2011-03-11 12:00:00,1,0,1,2,13.94,15.91,53,16.9979,15,96,111,1126,12,194.3236,253.1281,2809,288.9286044,1267876,144,1,0,0,0,0,1,0,0
2011-03-11 13:00:00,1,0,1,1,14.76,16.665,53,16.9979,15,92,107,1127,13,217.8576,277.722225,2809,288.9286044,1270129,169,1,0,0,0,1,0,0,0
2011-03-11 14:00:00,1,0,1,2,14.76,16.665,50,23.9994,25,64,89,1128,14,217.8576,277.722225,2500,575.9712004,1272384,196,1,0,0,0,0,1,0,0
2011-03-11 15:00:00,1,0,1,2,13.94,15.91,53,16.9979,21,64,85,1129,15,194.3236,253.1281,2809,288.9286044,1274641,225,1,0,0,0,0,1,0,0
2011-03-11 16:00:00,1,0,1,2,13.94,15.15,49,19.9995,18,95,113,1130,16,194.3236,229.5225,2401,399.9800003,1276900,256,1,0,0,0,0,1,0,0
2011-03-11 17:00:00,1,0,1,1,13.94,15.91,49,15.0013,23,200,223,1131,17,194.3236,253.1281,2401,225.0390017,1279161,289,1,0,0,0,1,0,0,0
2011-03-11 18:00:00,1,0,1,1,13.12,15.15,49,22.0028,19,134,153,1132,18,172.1344,229.5225,2401,484.1232078,1281424,324,1,0,0,0,1,0,0,0
2011-03-11 19:00:00,1,0,1,1,12.3,13.635,56,22.0028,7,111,118,1133,19,151.29,185.913225,3136,484.1232078,1283689,361,1,0,0,0,1,0,0,0
2011-03-11 20:00:00,1,0,1,1,12.3,15.15,56,11.0014,6,70,76,1134,20,151.29,229.5225,3136,121.030802,1285956,400,1,0,0,0,1,0,0,0
2011-03-11 21:00:00,1,0,1,2,12.3,14.395,52,16.9979,10,43,53,1135,21,151.29,207.216025,2704,288.9286044,1288225,441,1,0,0,0,0,1,0,0
2011-03-11 22:00:00,1,0,1,1,12.3,15.15,52,11.0014,11,53,64,1136,22,151.29,229.5225,2704,121.030802,1290496,484,1,0,0,0,1,0,0,0
2011-03-11 23:00:00,1,0,1,1,12.3,14.395,52,16.9979,3,34,37,1137,23,151.29,207.216025,2704,288.9286044,1292769,529,1,0,0,0,1,0,0,0
2011-03-12 00:00:00,1,0,0,1,10.66,13.635,60,8.9981,4,30,34,1138,0,113.6356,185.913225,3600,80.96580361,1295044,0,1,0,0,0,1,0,0,0
2011-03-12 01:00:00,1,0,0,1,9.84,11.365,65,12.998,3,15,18,1139,1,96.8256,129.163225,4225,168.948004,1297321,1,1,0,0,0,1,0,0,0
2011-03-12 02:00:00,1,0,0,1,9.84,11.365,65,12.998,0,14,14,1140,2,96.8256,129.163225,4225,168.948004,1299600,4,1,0,0,0,1,0,0,0
2011-03-12 03:00:00,1,0,0,1,9.84,11.365,65,16.9979,1,6,7,1141,3,96.8256,129.163225,4225,288.9286044,1301881,9,1,0,0,0,1,0,0,0
2011-03-12 04:00:00,1,0,0,1,9.84,11.365,65,16.9979,0,1,1,1142,4,96.8256,129.163225,4225,288.9286044,1304164,16,1,0,0,0,1,0,0,0
2011-03-12 05:00:00,1,0,0,1,9.02,11.365,69,12.998,0,2,2,1143,5,81.3604,129.163225,4761,168.948004,1306449,25,1,0,0,0,1,0,0,0
2011-03-12 06:00:00,1,0,0,1,9.02,10.605,75,16.9979,2,2,4,1144,6,81.3604,112.466025,5625,288.9286044,1308736,36,1,0,0,0,1,0,0,0
2011-03-12 07:00:00,1,0,0,1,9.84,11.365,70,12.998,4,19,23,1145,7,96.8256,129.163225,4900,168.948004,1311025,49,1,0,0,0,1,0,0,0
2011-03-12 08:00:00,1,0,0,1,10.66,12.88,65,11.0014,9,44,53,1146,8,113.6356,165.8944,4225,121.030802,1313316,64,1,0,0,0,1,0,0,0
2011-03-12 09:00:00,1,0,0,1,11.48,14.395,65,7.0015,25,76,101,1147,9,131.7904,207.216025,4225,49.02100225,1315609,81,1,0,0,0,1,0,0,0
2011-03-12 10:00:00,1,0,0,1,13.12,15.15,66,15.0013,21,78,99,1148,10,172.1344,229.5225,4356,225.0390017,1317904,100,1,0,0,0,1,0,0,0
2011-03-12 11:00:00,1,0,0,1,13.94,15.15,49,22.0028,36,83,119,1149,11,194.3236,229.5225,2401,484.1232078,1320201,121,1,0,0,0,1,0,0,0
2011-03-12 12:00:00,1,0,0,1,13.94,15.91,53,19.0012,51,107,158,1150,12,194.3236,253.1281,2809,361.0456014,1322500,144,1,0,0,0,1,0,0,0
2011-03-12 13:00:00,1,0,0,1,14.76,16.665,51,23.9994,62,95,157,1151,13,217.8576,277.722225,2601,575.9712004,1324801,169,1,0,0,0,1,0,0,0
2011-03-12 14:00:00,1,0,0,1,16.4,20.455,50,30.0026,70,96,166,1152,14,268.96,418.407025,2500,900.1560068,1327104,196,1,0,0,0,1,0,0,0
2011-03-12 15:00:00,1,0,0,1,17.22,21.21,44,32.9975,81,101,182,1153,15,296.5284,449.8641,1936,1088.835006,1329409,225,1,0,0,0,1,0,0,0
2011-03-12 16:00:00,1,0,0,1,18.86,22.725,41,30.0026,100,144,244,1154,16,355.6996,516.425625,1681,900.1560068,1331716,256,1,0,0,0,1,0,0,0
2011-03-12 17:00:00,1,0,0,1,18.86,22.725,44,22.0028,99,114,213,1155,17,355.6996,516.425625,1936,484.1232078,1334025,289,1,0,0,0,1,0,0,0
2011-03-12 18:00:00,1,0,0,1,17.22,21.21,54,11.0014,54,91,145,1156,18,296.5284,449.8641,2916,121.030802,1336336,324,1,0,0,0,1,0,0,0
2011-03-12 19:00:00,1,0,0,1,17.22,21.21,54,6.0032,26,86,112,1157,19,296.5284,449.8641,2916,36.03841024,1338649,361,1,0,0,0,1,0,0,0
2011-03-12 20:00:00,1,0,0,1,16.4,20.455,58,7.0015,22,64,86,1158,20,268.96,418.407025,3364,49.02100225,1340964,400,1,0,0,0,1,0,0,0
2011-03-12 21:00:00,1,0,0,1,15.58,19.695,62,0,36,46,82,1159,21,242.7364,387.893025,3844,0,1343281,441,1,0,0,0,1,0,0,0
2011-03-12 22:00:00,1,0,0,1,14.76,18.94,71,0,7,56,63,1160,22,217.8576,358.7236,5041,0,1345600,484,1,0,0,0,1,0,0,0
2011-03-12 23:00:00,1,0,0,1,15.58,19.695,66,6.0032,11,38,49,1161,23,242.7364,387.893025,4356,36.03841024,1347921,529,1,0,0,0,1,0,0,0
2011-03-13 00:00:00,1,0,0,1,15.58,19.695,62,7.0015,3,35,38,1162,0,242.7364,387.893025,3844,49.02100225,1350244,0,1,0,0,0,1,0,0,0
2011-03-13 01:00:00,1,0,0,1,14.76,17.425,66,8.9981,10,23,33,1163,1,217.8576,303.630625,4356,80.96580361,1352569,1,1,0,0,0,1,0,0,0
2011-03-13 03:00:00,1,0,0,1,13.94,16.665,76,8.9981,6,17,23,1164,3,194.3236,277.722225,5776,80.96580361,1354896,9,1,0,0,0,1,0,0,0
2011-03-13 04:00:00,1,0,0,1,13.94,16.665,66,11.0014,4,9,13,1165,4,194.3236,277.722225,4356,121.030802,1357225,16,1,0,0,0,1,0,0,0
2011-03-13 05:00:00,1,0,0,1,14.76,17.425,62,8.9981,0,3,3,1166,5,217.8576,303.630625,3844,80.96580361,1359556,25,1,0,0,0,1,0,0,0
2011-03-13 06:00:00,1,0,0,1,13.94,18.18,66,0,0,2,2,1167,6,194.3236,330.5124,4356,0,1361889,36,1,0,0,0,1,0,0,0
2011-03-13 07:00:00,1,0,0,1,14.76,17.425,62,12.998,2,8,10,1168,7,217.8576,303.630625,3844,168.948004,1364224,49,1,0,0,0,1,0,0,0
2011-03-13 08:00:00,1,0,0,1,16.4,20.455,50,19.9995,11,23,34,1169,8,268.96,418.407025,2500,399.9800003,1366561,64,1,0,0,0,1,0,0,0
2011-03-13 09:00:00,1,0,0,1,16.4,20.455,50,27.9993,8,36,44,1170,9,268.96,418.407025,2500,783.9608005,1368900,81,1,0,0,0,1,0,0,0
2011-03-13 10:00:00,1,0,0,1,17.22,21.21,47,16.9979,36,86,122,1171,10,296.5284,449.8641,2209,288.9286044,1371241,100,1,0,0,0,1,0,0,0
2011-03-13 11:00:00,1,0,0,1,18.04,21.97,41,27.9993,88,93,181,1172,11,325.4416,482.6809,1681,783.9608005,1373584,121,1,0,0,0,1,0,0,0
2011-03-13 12:00:00,1,0,0,1,18.86,22.725,38,26.0027,74,120,194,1173,12,355.6996,516.425625,1444,676.1404073,1375929,144,1,0,0,0,1,0,0,0
2011-03-13 13:00:00,1,0,0,1,18.86,22.725,38,26.0027,97,124,221,1174,13,355.6996,516.425625,1444,676.1404073,1378276,169,1,0,0,0,1,0,0,0
2011-03-13 14:00:00,1,0,0,1,18.86,22.725,41,19.9995,144,106,250,1175,14,355.6996,516.425625,1681,399.9800003,1380625,196,1,0,0,0,1,0,0,0
2011-03-13 15:00:00,1,0,0,1,19.68,23.485,39,22.0028,149,155,304,1176,15,387.3024,551.545225,1521,484.1232078,1382976,225,1,0,0,0,1,0,0,0
2011-03-13 16:00:00,1,0,0,1,18.86,22.725,41,26.0027,124,132,256,1177,16,355.6996,516.425625,1681,676.1404073,1385329,256,1,0,0,0,1,0,0,0
2011-03-13 17:00:00,1,0,0,1,18.04,21.97,41,23.9994,98,143,241,1178,17,325.4416,482.6809,1681,575.9712004,1387684,289,1,0,0,0,1,0,0,0
2011-03-13 18:00:00,1,0,0,1,16.4,20.455,43,23.9994,55,92,147,1179,18,268.96,418.407025,1849,575.9712004,1390041,324,1,0,0,0,1,0,0,0
2011-03-13 19:00:00,1,0,0,1,14.76,16.665,50,23.9994,28,73,101,1180,19,217.8576,277.722225,2500,575.9712004,1392400,361,1,0,0,0,1,0,0,0
2011-03-13 20:00:00,1,0,0,1,13.12,15.15,57,19.9995,23,54,77,1181,20,172.1344,229.5225,3249,399.9800003,1394761,400,1,0,0,0,1,0,0,0
2011-03-13 21:00:00,1,0,0,1,12.3,14.395,56,16.9979,9,49,58,1182,21,151.29,207.216025,3136,288.9286044,1397124,441,1,0,0,0,1,0,0,0
2011-03-13 22:00:00,1,0,0,1,12.3,13.635,56,22.0028,8,29,37,1183,22,151.29,185.913225,3136,484.1232078,1399489,484,1,0,0,0,1,0,0,0
2011-03-13 23:00:00,1,0,0,1,10.66,12.88,65,15.0013,5,23,28,1184,23,113.6356,165.8944,4225,225.0390017,1401856,529,1,0,0,0,1,0,0,0
2011-03-14 00:00:00,1,0,1,1,10.66,13.635,65,7.0015,4,7,11,1185,0,113.6356,185.913225,4225,49.02100225,1404225,0,1,0,0,0,1,0,0,0
2011-03-14 01:00:00,1,0,1,1,10.66,14.395,65,6.0032,0,1,1,1186,1,113.6356,207.216025,4225,36.03841024,1406596,1,1,0,0,0,1,0,0,0
2011-03-14 02:00:00,1,0,1,1,10.66,14.395,65,6.0032,0,1,1,1187,2,113.6356,207.216025,4225,36.03841024,1408969,4,1,0,0,0,1,0,0,0
2011-03-14 03:00:00,1,0,1,1,10.66,13.635,65,8.9981,0,3,3,1188,3,113.6356,185.913225,4225,80.96580361,1411344,9,1,0,0,0,1,0,0,0
2011-03-14 05:00:00,1,0,1,1,9.84,12.12,70,8.9981,0,8,8,1189,5,96.8256,146.8944,4900,80.96580361,1413721,25,1,0,0,0,1,0,0,0
2011-03-14 06:00:00,1,0,1,1,10.66,13.635,65,8.9981,1,27,28,1190,6,113.6356,185.913225,4225,80.96580361,1416100,36,1,0,0,0,1,0,0,0
2011-03-14 07:00:00,1,0,1,2,11.48,15.91,61,0,4,84,88,1191,7,131.7904,253.1281,3721,0,1418481,49,1,0,0,0,0,1,0,0
2011-03-14 08:00:00,1,0,1,2,12.3,15.15,56,8.9981,24,217,241,1192,8,151.29,229.5225,3136,80.96580361,1420864,64,1,0,0,0,0,1,0,0
2011-03-14 09:00:00,1,0,1,1,13.12,15.15,53,22.0028,13,127,140,1193,9,172.1344,229.5225,2809,484.1232078,1423249,81,1,0,0,0,1,0,0,0
2011-03-14 10:00:00,1,0,1,1,13.94,15.91,42,16.9979,27,57,84,1194,10,194.3236,253.1281,1764,288.9286044,1425636,100,1,0,0,0,1,0,0,0
2011-03-14 11:00:00,1,0,1,1,14.76,16.665,40,16.9979,26,45,71,1195,11,217.8576,277.722225,1600,288.9286044,1428025,121,1,0,0,0,1,0,0,0
2011-03-14 12:00:00,1,0,1,1,15.58,19.695,37,0,40,54,94,1196,12,242.7364,387.893025,1369,0,1430416,144,1,0,0,0,1,0,0,0
2011-03-14 13:00:00,1,0,1,1,15.58,19.695,36,22.0028,24,51,75,1197,13,242.7364,387.893025,1296,484.1232078,1432809,169,1,0,0,0,1,0,0,0
2011-03-14 14:00:00,1,0,1,2,15.58,19.695,34,0,27,52,79,1198,14,242.7364,387.893025,1156,0,1435204,196,1,0,0,0,0,1,0,0
2011-03-14 15:00:00,1,0,1,1,15.58,19.695,37,11.0014,24,77,101,1199,15,242.7364,387.893025,1369,121.030802,1437601,225,1,0,0,0,1,0,0,0
2011-03-14 16:00:00,1,0,1,1,16.4,20.455,35,7.0015,27,80,107,1200,16,268.96,418.407025,1225,49.02100225,1440000,256,1,0,0,0,1,0,0,0
2011-03-14 17:00:00,1,0,1,1,15.58,19.695,40,12.998,42,229,271,1201,17,242.7364,387.893025,1600,168.948004,1442401,289,1,0,0,0,1,0,0,0
2011-03-14 18:00:00,1,0,1,1,14.76,18.18,40,7.0015,25,210,235,1202,18,217.8576,330.5124,1600,49.02100225,1444804,324,1,0,0,0,1,0,0,0
2011-03-14 19:00:00,1,0,1,1,14.76,17.425,43,8.9981,17,133,150,1203,19,217.8576,303.630625,1849,80.96580361,1447209,361,1,0,0,0,1,0,0,0
2011-03-14 20:00:00,1,0,1,1,13.94,15.91,46,15.0013,23,106,129,1204,20,194.3236,253.1281,2116,225.0390017,1449616,400,1,0,0,0,1,0,0,0
2011-03-14 21:00:00,1,0,1,1,13.94,16.665,46,8.9981,5,58,63,1205,21,194.3236,277.722225,2116,80.96580361,1452025,441,1,0,0,0,1,0,0,0
2011-03-14 22:00:00,1,0,1,1,13.12,16.665,49,7.0015,4,43,47,1206,22,172.1344,277.722225,2401,49.02100225,1454436,484,1,0,0,0,1,0,0,0
2011-03-14 23:00:00,1,0,1,1,13.12,17.425,53,0,2,17,19,1207,23,172.1344,303.630625,2809,0,1456849,529,1,0,0,0,1,0,0,0
2011-03-15 00:00:00,1,0,1,1,13.12,17.425,53,0,7,7,14,1208,0,172.1344,303.630625,2809,0,1459264,0,1,0,0,0,1,0,0,0
2011-03-15 01:00:00,1,0,1,1,12.3,15.15,62,6.0032,4,6,10,1209,1,151.29,229.5225,3844,36.03841024,1461681,1,1,0,0,0,1,0,0,0
2011-03-15 02:00:00,1,0,1,1,12.3,15.15,62,6.0032,1,2,3,1210,2,151.29,229.5225,3844,36.03841024,1464100,4,1,0,0,0,1,0,0,0
2011-03-15 04:00:00,1,0,1,1,9.84,12.88,75,6.0032,1,1,2,1211,4,96.8256,165.8944,5625,36.03841024,1466521,16,1,0,0,0,1,0,0,0
2011-03-15 05:00:00,1,0,1,1,9.84,11.365,75,12.998,0,11,11,1212,5,96.8256,129.163225,5625,168.948004,1468944,25,1,0,0,0,1,0,0,0
2011-03-15 06:00:00,1,0,1,1,9.02,11.365,80,12.998,3,32,35,1213,6,81.3604,129.163225,6400,168.948004,1471369,36,1,0,0,0,1,0,0,0
2011-03-15 07:00:00,1,0,1,1,9.84,12.12,75,11.0014,10,109,119,1214,7,96.8256,146.8944,5625,121.030802,1473796,49,1,0,0,0,1,0,0,0
2011-03-15 08:00:00,1,0,1,1,10.66,14.395,70,6.0032,23,259,282,1215,8,113.6356,207.216025,4900,36.03841024,1476225,64,1,0,0,0,1,0,0,0
2011-03-15 09:00:00,1,0,1,2,12.3,16.665,70,0,10,147,157,1216,9,151.29,277.722225,4900,0,1478656,81,1,0,0,0,0,1,0,0
2011-03-15 10:00:00,1,0,1,2,13.12,15.91,66,12.998,22,56,78,1217,10,172.1344,253.1281,4356,168.948004,1481089,100,1,0,0,0,0,1,0,0
2011-03-15 11:00:00,1,0,1,2,13.94,15.91,57,15.0013,27,51,78,1218,11,194.3236,253.1281,3249,225.0390017,1483524,121,1,0,0,0,0,1,0,0
2011-03-15 12:00:00,1,0,1,2,14.76,17.425,50,15.0013,32,70,102,1219,12,217.8576,303.630625,2500,225.0390017,1485961,144,1,0,0,0,0,1,0,0
2011-03-15 13:00:00,1,0,1,2,14.76,16.665,57,19.0012,23,74,97,1220,13,217.8576,277.722225,3249,361.0456014,1488400,169,1,0,0,0,0,1,0,0
2011-03-15 14:00:00,1,0,1,2,15.58,19.695,46,19.9995,14,74,88,1221,14,242.7364,387.893025,2116,399.9800003,1490841,196,1,0,0,0,0,1,0,0
2011-03-15 15:00:00,1,0,1,2,15.58,19.695,43,19.0012,24,66,90,1222,15,242.7364,387.893025,1849,361.0456014,1493284,225,1,0,0,0,0,1,0,0
2011-03-15 16:00:00,1,0,1,2,15.58,19.695,46,22.0028,21,93,114,1223,16,242.7364,387.893025,2116,484.1232078,1495729,256,1,0,0,0,0,1,0,0
2011-03-15 17:00:00,1,0,1,2,14.76,17.425,62,12.998,22,195,217,1224,17,217.8576,303.630625,3844,168.948004,1498176,289,1,0,0,0,0,1,0,0
2011-03-15 18:00:00,1,0,1,2,14.76,16.665,62,19.9995,18,207,225,1225,18,217.8576,277.722225,3844,399.9800003,1500625,324,1,0,0,0,0,1,0,0
2011-03-15 19:00:00,1,0,1,2,13.94,15.91,71,19.0012,14,138,152,1226,19,194.3236,253.1281,5041,361.0456014,1503076,361,1,0,0,0,0,1,0,0
2011-03-15 20:00:00,1,0,1,2,13.94,15.91,71,19.0012,9,79,88,1227,20,194.3236,253.1281,5041,361.0456014,1505529,400,1,0,0,0,0,1,0,0
2011-03-15 21:00:00,1,0,1,3,13.12,16.665,81,7.0015,2,53,55,1228,21,172.1344,277.722225,6561,49.02100225,1507984,441,1,0,0,0,0,0,1,0
2011-03-15 22:00:00,1,0,1,2,13.12,15.91,87,11.0014,1,20,21,1229,22,172.1344,253.1281,7569,121.030802,1510441,484,1,0,0,0,0,1,0,0
2011-03-15 23:00:00,1,0,1,2,13.12,15.91,87,11.0014,1,17,18,1230,23,172.1344,253.1281,7569,121.030802,1512900,529,1,0,0,0,0,1,0,0
2011-03-16 00:00:00,1,0,1,3,12.3,14.395,93,16.9979,0,8,8,1231,0,151.29,207.216025,8649,288.9286044,1515361,0,1,0,0,0,0,0,1,0
2011-03-16 01:00:00,1,0,1,3,12.3,13.635,100,19.9995,1,2,3,1232,1,151.29,185.913225,10000,399.9800003,1517824,1,1,0,0,0,0,0,1,0
2011-03-16 03:00:00,1,0,1,2,11.48,13.635,100,15.0013,1,2,3,1233,3,131.7904,185.913225,10000,225.0390017,1520289,9,1,0,0,0,0,1,0,0
2011-03-16 04:00:00,1,0,1,2,12.3,15.15,93,11.0014,0,1,1,1234,4,151.29,229.5225,8649,121.030802,1522756,16,1,0,0,0,0,1,0,0
2011-03-16 05:00:00,1,0,1,2,12.3,15.91,93,7.0015,0,3,3,1235,5,151.29,253.1281,8649,49.02100225,1525225,25,1,0,0,0,0,1,0,0
2011-03-16 06:00:00,1,0,1,2,12.3,15.91,93,7.0015,1,30,31,1236,6,151.29,253.1281,8649,49.02100225,1527696,36,1,0,0,0,0,1,0,0
2011-03-16 07:00:00,1,0,1,2,12.3,14.395,93,12.998,10,101,111,1237,7,151.29,207.216025,8649,168.948004,1530169,49,1,0,0,0,0,1,0,0
2011-03-16 08:00:00,1,0,1,2,13.12,15.91,93,0,26,227,253,1238,8,172.1344,253.1281,8649,0,1532644,64,1,0,0,0,0,1,0,0
2011-03-16 09:00:00,1,0,1,2,13.12,16.665,93,8.9981,10,144,154,1239,9,172.1344,277.722225,8649,80.96580361,1535121,81,1,0,0,0,0,1,0,0
2011-03-16 10:00:00,1,0,1,2,14.76,17.425,81,11.0014,19,49,68,1240,10,217.8576,303.630625,6561,121.030802,1537600,100,1,0,0,0,0,1,0,0
2011-03-16 11:00:00,1,0,1,2,14.76,17.425,81,8.9981,13,62,75,1241,11,217.8576,303.630625,6561,80.96580361,1540081,121,1,0,0,0,0,1,0,0
2011-03-16 12:00:00,1,0,1,2,16.4,20.455,71,7.0015,23,65,88,1242,12,268.96,418.407025,5041,49.02100225,1542564,144,1,0,0,0,0,1,0,0
2011-03-16 13:00:00,1,0,1,2,16.4,20.455,76,8.9981,18,81,99,1243,13,268.96,418.407025,5776,80.96580361,1545049,169,1,0,0,0,0,1,0,0
2011-03-16 14:00:00,1,0,1,2,16.4,20.455,76,15.0013,33,67,100,1244,14,268.96,418.407025,5776,225.0390017,1547536,196,1,0,0,0,0,1,0,0
2011-03-16 15:00:00,1,0,1,2,16.4,20.455,76,16.9979,22,79,101,1245,15,268.96,418.407025,5776,288.9286044,1550025,225,1,0,0,0,0,1,0,0
2011-03-16 16:00:00,1,0,1,2,16.4,20.455,76,11.0014,30,121,151,1246,16,268.96,418.407025,5776,121.030802,1552516,256,1,0,0,0,0,1,0,0
